,street,city,zip,state,beds,baths,sq__ft,type,sale_date,price,latitude,longitude
657,671,33,95823,0,4,2,1580,2,0,168000,141,338
658,402,0,95843,0,3,2,1669,2,0,168750,798,511
659,908,33,95826,0,3,1,1029,2,0,168750,350,510
660,847,4,95621,0,3,1,1103,2,0,170000,794,694
661,904,33,95828,0,3,2,2161,2,0,170250,231,502
662,454,33,95823,0,3,2,1650,2,0,173000,184,219
663,204,27,95726,0,3,1,1320,2,0,175000,849,966
664,353,33,95826,0,3,2,1200,2,0,176095,362,602
665,139,33,95835,0,3,2,1170,2,0,176250,685,76
666,785,4,95621,0,3,2,1199,2,0,178000,768,702
667,873,33,95823,0,4,2,1695,2,0,179000,139,337
668,228,28,95670,0,3,2,1157,2,0,180000,442,798
669,10,33,95838,0,3,2,1410,2,0,180000,540,265
670,128,32,95678,0,3,2,1174,2,0,180000,822,713
671,224,33,95823,0,3,2,1593,2,0,181000,133,343
672,550,30,95673,0,3,2,1093,2,0,182000,686,207
673,71,32,95678,0,3,2,1770,2,0,182587,809,733
674,766,33,95822,0,4,2,1436,2,0,185074,243,96
675,859,33,95829,0,3,2,1124,2,0,185833,152,568
676,899,33,95826,0,4,2,1139,2,0,186785,390,493
677,154,33,95832,0,3,2,1638,2,0,187000,214,86
678,809,33,95833,0,3,2,1328,2,0,188335,443,94
679,911,9,95758,0,3,2,1273,2,0,190000,108,280
680,443,33,95838,0,3,1,1082,2,0,190000,583,200
681,14,33,95827,0,4,2,1578,2,0,190000,401,660
682,393,32,95661,0,2,1,796,2,0,190000,814,861
683,495,33,95823,0,3,2,1386,2,0,191250,227,241
684,276,28,95670,0,3,2,1452,2,0,193000,420,715
685,438,33,95823,0,3,2,1513,2,0,193500,196,204
686,602,13,95631,0,0,0,0,2,0,194818,968,955
687,719,33,95842,0,4,2,1578,2,0,195000,722,622
688,624,4,95610,0,4,3,1736,2,0,195000,655,795
689,333,2,95682,0,2,2,0,2,0,195000,710,942
690,240,33,95821,0,3,1,1473,2,0,195000,446,519
691,350,33,95820,0,3,1,1150,2,0,198000,326,151
692,271,33,95833,0,3,2,1127,2,0,199900,455,59
693,704,11,95628,0,3,1,1144,2,0,200000,597,699
694,589,3,95608,0,3,1,972,2,0,201000,470,626
695,793,9,95758,0,4,2,2306,2,0,204918,92,397
696,890,0,95843,0,3,2,1479,2,0,205000,808,566
697,663,7,95623,0,2,1,1040,2,0,205000,663,954
698,216,33,95838,0,3,2,1430,2,0,205878,532,388
699,159,33,95832,0,4,2,1800,2,0,207000,220,93
700,797,0,95843,0,4,2,1953,2,0,207744,783,606
701,632,33,95835,0,3,2,1120,2,0,209000,680,66
702,161,33,95834,0,3,2,1232,2,0,210000,530,28
703,151,33,95835,0,1,1,984,0,0,210944,622,70
704,94,32,95678,0,3,2,0,0,0,212500,868,762
705,867,9,95758,0,4,2,2329,2,0,213750,142,384
706,960,9,95758,0,3,2,1351,2,0,215000,69,422
707,257,2,95682,0,2,2,0,2,0,215000,714,945
708,97,32,95661,0,4,1,1376,2,0,215000,824,818
709,668,6,95619,0,3,2,1300,2,0,216033,704,957
710,116,33,95825,0,4,2,1566,2,0,220000,426,427
711,215,33,95817,0,2,1,1115,2,0,220000,376,148
712,145,33,95818,0,2,1,1032,2,0,220000,372,103
713,739,4,95621,0,4,2,1419,2,0,220000,738,727
714,972,9,95757,0,3,2,1261,2,0,220000,57,256
715,567,3,95608,0,2,2,1637,2,0,220702,505,618
716,58,33,95825,0,4,2,1776,1,0,221250,415,417
717,929,9,95758,0,3,2,1338,2,0,222000,98,287
718,979,9,95757,0,0,0,0,2,0,222500,22,429
719,941,9,95624,0,5,2,2254,2,0,222750,93,603
720,319,33,95834,0,3,2,1441,2,0,225000,528,30
721,91,33,95838,0,4,2,1991,2,0,225000,556,158
722,836,33,95829,0,4,3,2126,2,0,228750,162,592
723,882,9,95624,0,3,2,1094,2,0,229000,124,537
724,341,31,95677,0,3,2,1462,2,0,230095,872,848
725,35,33,95834,0,5,3,2258,2,0,232500,529,20
726,214,28,95670,0,3,2,1074,2,0,233000,429,674
727,910,9,95624,0,4,2,2111,2,0,233500,32,515
728,241,33,95835,0,3,2,1686,2,0,239000,631,48
729,412,0,95843,0,4,3,1915,2,0,240000,764,523
730,944,9,95624,0,4,2,2367,2,0,240000,91,486
731,713,33,95823,0,3,2,1962,2,0,240971,126,304
732,49,28,95670,0,2,2,1406,2,0,242000,485,809
733,854,33,95829,0,3,2,1789,2,0,243450,155,594
734,123,33,95835,0,4,2,1876,2,0,243500,646,42
735,851,0,95843,0,3,2,1235,2,0,246544,803,480
736,433,0,95843,0,4,2,2504,2,0,246750,771,555
737,356,33,95834,0,0,0,0,2,0,247000,503,74
738,524,3,95608,0,3,2,1676,2,0,247000,570,683
739,615,4,95621,0,3,2,1367,2,0,249000,772,643
740,937,9,95758,0,4,3,1899,2,0,249000,95,189
741,920,9,95758,0,3,2,1636,2,0,250000,106,380
742,345,33,95821,0,3,2,1828,2,0,250000,489,522
743,656,31,95765,0,0,0,0,2,0,250000,877,729
744,946,33,95826,0,4,2,1438,2,0,252000,367,590
745,886,9,95624,0,3,2,1451,2,0,255000,123,499
746,148,33,95825,0,3,1,1520,2,0,255000,431,436
747,143,32,95747,0,3,2,1506,2,0,255000,852,614
748,153,33,95835,0,4,2,2605,2,0,257200,650,52
749,649,24,95662,0,3,2,1196,2,0,260000,668,869
750,210,19,95648,0,3,2,1621,2,0,260000,960,649
751,580,33,95835,0,3,2,1811,2,0,263500,666,19
752,19,9,95757,0,3,2,1540,2,0,266510,33,297
753,80,19,95648,0,4,2,0,2,0,267750,909,707
754,620,26,95667,0,0,0,0,2,0,270000,883,958
755,300,32,95747,0,0,0,0,2,0,271000,843,527
756,251,8,95762,0,4,2,0,2,0,272700,732,912
757,621,34,95682,0,0,0,0,3,0,275000,533,949
758,978,9,95757,0,3,2,1543,2,0,275000,44,152
759,278,33,95835,0,5,3,2494,2,0,276000,593,41
760,252,19,95648,0,3,2,1650,2,0,276500,891,804
761,282,14,95632,0,4,3,2214,2,0,278000,5,650
762,288,33,95835,0,5,3,2280,2,0,279000,615,36
763,664,3,95608,0,3,2,1443,2,0,280000,590,661
764,702,4,95621,0,4,2,1582,2,0,280000,716,696
765,912,9,95757,0,3,2,1857,2,0,285000,45,223
766,279,9,95758,0,3,2,1735,2,0,288000,84,144
767,16,9,95624,0,4,3,2096,2,0,289000,41,599
768,43,33,95825,0,3,2,1720,2,0,290000,393,404
769,471,0,95843,0,4,2,2160,2,0,290000,758,577
770,114,33,95838,0,4,2,1382,2,0,293996,537,329
771,883,26,95667,0,3,2,0,2,0,294000,817,959
772,869,9,95624,0,4,2,1721,2,0,294173,144,539
773,591,20,95650,0,4,2,1328,2,0,295000,886,879
774,843,9,95624,0,0,0,0,2,0,298000,134,434
775,935,9,95624,0,4,2,1982,2,0,298000,94,485
776,144,33,95818,0,2,1,1144,2,0,299000,373,101
777,47,33,95825,0,2,2,1623,2,0,300000,392,403
778,219,5,95614,0,3,2,1457,2,0,300000,962,946
779,952,9,95624,0,6,3,2555,2,0,300000,56,601
780,593,31,95765,0,3,2,1577,2,0,300567,874,826
781,605,9,95757,0,5,3,2592,2,0,303000,35,312
782,837,4,95610,0,3,2,1401,2,0,305000,790,820
783,44,19,95648,0,4,2,0,2,0,306000,903,648
784,284,3,95608,0,3,2,1502,2,0,310000,457,638
785,90,12,95630,0,3,2,1327,2,0,310000,559,896
786,665,32,95678,0,4,3,1800,2,0,310000,841,801
787,657,33,95831,0,4,2,2169,2,0,311518,266,5
788,122,19,95648,0,5,3,2457,2,0,312000,892,805
789,536,28,95742,0,0,0,0,2,0,313000,320,864
790,573,24,95662,0,4,2,2004,2,0,315000,620,882
791,679,32,95678,0,4,3,2212,2,0,315000,850,716
792,798,0,95843,0,5,3,3134,2,0,315000,784,605
793,427,33,95864,0,3,2,1360,2,0,315000,438,524
794,542,31,95765,0,4,2,0,2,0,315000,884,821
795,574,33,95822,0,3,2,1276,2,0,320000,313,51
796,339,33,95834,0,4,3,2962,2,0,322000,553,27
797,230,31,95765,0,4,2,1888,2,0,325000,885,819
798,325,32,95747,0,0,0,0,2,0,325500,847,535
799,453,32,95678,0,3,2,0,2,0,326951,844,697
800,73,14,95632,0,3,2,1548,2,0,328370,21,786
801,102,19,95648,0,2,2,0,2,0,330000,900,817
802,336,28,95670,0,4,3,2109,2,0,330000,407,796
803,21,33,95827,0,4,2,2484,2,0,331200,394,685
804,108,33,95834,0,4,3,2258,2,0,332000,514,24
805,594,33,95835,0,3,3,2212,2,0,334000,647,85
806,568,24,95662,0,3,2,1616,2,0,335000,617,876
807,523,33,95835,0,4,2,2372,2,0,341000,621,88
808,588,31,95765,0,5,3,2606,2,0,346375,880,814
809,775,32,95678,0,5,3,0,2,0,347225,864,787
810,491,9,95757,0,5,3,2877,2,0,349000,29,233
811,458,0,95843,0,3,2,2960,2,0,350000,774,556
812,156,19,95648,0,2,2,0,2,0,350000,896,808
813,690,32,95678,0,3,2,2172,2,0,350000,865,803
814,265,32,95678,0,3,2,2100,0,0,350000,840,791
815,777,33,95831,0,3,2,1795,2,0,351000,244,16
816,422,8,95762,0,3,2,0,2,0,356200,694,919
817,515,32,95661,0,4,2,2295,2,0,360000,821,846
818,919,32,95747,0,4,3,2577,2,0,367463,866,623
819,207,32,95747,0,0,0,0,2,0,375000,854,541
820,95,36,95690,0,3,1,1727,2,0,380000,2,54
821,703,9,95758,0,3,2,1485,2,0,380578,107,356
822,361,3,95608,0,3,2,1655,2,0,386222,499,647
823,168,19,95648,0,0,0,0,2,0,389000,906,655
824,72,28,95742,0,0,0,0,2,0,390000,333,863
825,158,32,95661,0,3,2,2049,2,0,395500,826,838
826,557,28,95742,0,0,0,0,2,0,396000,315,851
827,965,9,95757,0,5,3,2875,2,0,397000,61,248
828,113,19,95648,0,0,0,0,2,0,400000,961,651
829,570,8,95762,0,4,2,2199,2,0,400000,569,911
830,140,32,95747,0,4,3,0,2,0,412500,881,634
831,54,33,95818,0,2,1,1304,2,0,413500,361,69
832,483,3,95608,0,3,2,2334,2,0,415000,509,583
833,107,1,95603,0,4,3,2278,2,0,420454,964,913
834,518,33,95819,0,3,1,1493,2,0,425000,406,267
835,266,2,95682,0,3,2,0,2,0,425000,626,939
836,119,19,95648,0,0,0,0,2,0,433500,898,680
837,517,32,95747,0,5,3,0,2,0,438000,876,612
838,715,12,95630,0,5,3,2787,2,0,441000,586,889
839,79,33,95831,0,5,3,2824,2,0,445000,289,55
840,48,12,95630,0,4,3,3261,2,0,446000,645,901
841,308,33,95821,0,4,2,2053,2,0,450000,466,509
842,320,32,95661,0,4,3,2379,2,0,455000,836,854
843,193,8,95762,0,3,2,0,2,0,460000,672,929
844,441,26,95667,0,3,2,0,2,0,475000,711,963
845,669,15,95633,0,3,2,0,2,0,490000,890,951
846,177,8,95762,0,4,2,0,2,0,493000,679,931
847,643,8,95762,0,5,4,0,2,0,508000,652,928
848,164,32,95747,0,0,0,0,2,0,511000,857,471
849,838,11,95628,0,3,2,3173,2,0,525000,557,830
850,493,8,95762,0,4,3,0,2,0,533000,594,924
851,385,33,95864,0,3,1,1348,2,0,545000,419,496
852,831,1,95603,0,4,3,0,2,0,560000,904,906
853,62,33,95816,0,2,1,1252,2,0,575000,395,191
854,172,12,95630,0,4,3,3229,2,0,575000,756,884
855,975,33,95829,0,5,4,3863,2,0,598695,150,639
856,142,32,95747,0,5,3,0,2,0,600000,873,604
857,464,31,95677,0,4,3,0,2,0,600000,845,866
858,645,17,95746,0,4,3,2356,2,0,600000,818,867
859,452,31,95677,0,0,0,0,2,0,600000,858,865
860,866,32,95747,0,5,3,3579,2,0,610000,862,615
861,163,8,95762,0,0,0,0,2,0,622500,548,935
862,175,8,95762,0,0,0,0,2,0,680000,687,934
863,287,8,95762,0,4,3,0,2,0,879000,765,923
864,950,38,95693,0,4,3,4400,2,0,884790,76,881
865,370,19,95648,0,3,3,0,2,0,1551,895,856
866,99,35,95683,0,3,4,5822,2,0,2000,267,898
867,753,33,95828,0,4,2,1512,2,2,56950,261,451
868,926,33,95826,0,1,1,611,0,2,60000,345,550
869,610,33,95823,0,2,1,876,2,2,61000,198,321
870,583,33,95842,0,2,1,933,0,2,62000,629,551
871,390,33,95820,0,2,1,864,2,2,68566,339,164
872,718,33,95838,0,2,1,1011,2,2,70000,534,228
873,846,33,95815,0,4,2,1158,2,2,80000,460,159
874,622,33,95838,0,3,2,1092,2,2,85500,536,212
875,562,33,95833,0,2,1,956,0,2,92000,488,77
876,417,33,95824,0,2,2,1139,2,2,93600,306,187
877,750,33,95822,0,3,1,1058,2,2,95000,258,146
878,335,33,95838,0,3,2,1040,2,2,97750,495,243
879,395,33,95823,0,3,2,1354,2,2,104000,247,170
880,646,23,95660,0,3,1,1051,2,2,105000,667,481
881,752,33,95825,0,1,1,682,0,2,107666,404,410
882,429,33,95824,0,3,1,1161,2,2,109000,295,193
883,101,33,95838,0,3,1,1004,2,2,110000,545,317
884,578,23,95660,0,3,1,1229,2,2,110000,625,467
885,771,33,95832,0,3,2,1249,2,2,112500,236,110
886,208,33,95832,0,3,2,1161,2,2,114800,234,120
887,681,33,95823,0,3,1,1010,2,2,116000,179,348
888,299,2,95682,0,0,0,0,0,2,119000,675,940
889,525,33,95820,0,4,2,1462,2,2,121500,318,392
890,779,33,95828,0,3,2,1269,2,2,122000,218,406
891,888,33,95820,0,2,2,1188,2,2,123675,324,394
892,131,33,95838,0,4,2,1570,2,2,126854,507,344
893,309,33,95817,0,3,2,1093,2,2,127059,353,192
894,762,33,95828,0,3,1,962,2,2,128687,291,379
895,409,33,95823,0,3,2,1089,2,2,129500,181,186
896,800,33,95824,0,3,2,1127,2,2,130000,307,396
897,686,33,95822,0,4,2,1309,2,2,131750,290,122
898,722,30,95673,0,2,1,970,2,2,132000,730,252
899,967,33,95823,0,3,2,1144,2,2,134000,169,350
900,250,28,95670,0,3,1,1000,2,2,134000,425,701
901,117,19,95648,0,0,0,0,0,2,138000,910,811
902,359,0,95843,0,3,2,1206,2,2,142000,763,468
903,192,33,95825,0,3,1,1285,2,2,143012,435,377
904,879,33,95828,0,3,2,1543,2,2,145846,223,456
905,636,37,95691,0,2,1,884,2,2,147000,385,22
906,423,33,95817,0,3,1,1019,2,2,148750,342,188
907,815,33,95823,0,4,2,1392,2,2,150000,183,376
908,592,33,95842,0,2,1,924,0,2,150454,635,571
909,807,33,95823,0,3,2,1217,2,2,151087,180,232
910,880,0,95843,0,3,2,1670,2,2,157296,812,565
911,155,33,95832,0,3,2,1302,2,2,157500,206,89
912,444,33,95823,0,3,2,1488,2,2,160000,284,198
913,677,23,95660,0,3,2,1373,2,2,160000,692,479
914,853,4,95621,0,4,2,1381,2,2,161250,796,690
915,607,33,95823,0,3,2,1265,2,2,164000,170,315
916,244,33,95818,0,2,1,881,2,2,165000,371,140
917,509,37,95691,0,0,0,0,2,2,165000,413,26
918,813,33,95829,0,4,2,1608,2,2,165750,186,548
919,678,4,95621,0,3,1,1344,2,2,166000,677,673
920,9,33,95834,0,3,2,1202,2,2,169000,510,117
921,627,19,95648,0,3,2,1104,2,2,170000,958,695
922,8,32,95747,0,2,2,0,0,2,170000,869,630
923,749,33,95828,0,4,2,1859,1,2,170000,268,409
924,781,33,95832,0,3,2,1232,2,2,170000,213,139
925,745,33,95828,0,3,1,1638,2,2,170725,271,432
926,774,33,95831,0,2,2,1177,2,2,171750,237,17
927,243,33,95833,0,3,2,1582,2,2,172000,471,82
928,724,33,95823,0,2,2,904,2,2,173056,286,218
929,907,9,95758,0,3,2,1340,2,2,174000,110,359
930,59,33,95833,0,3,2,1204,2,2,174250,480,113
931,902,9,95624,0,4,2,1477,2,2,176850,132,504
932,914,33,95823,0,4,2,1497,2,2,179500,145,346
933,874,11,95628,0,3,1,960,2,2,185000,614,842
934,120,19,95648,0,0,0,0,0,2,188000,911,812
935,37,33,95834,0,3,2,1428,2,2,188700,511,115
936,563,33,95820,0,3,1,1039,2,2,189000,321,294
937,576,11,95628,0,3,1,1529,2,2,189000,616,847
938,685,4,95621,0,4,3,1892,2,2,189836,744,676
939,255,33,95838,0,4,2,1887,2,2,190000,552,161
940,683,24,95662,0,3,2,1294,2,2,191250,696,835
941,157,33,95832,0,3,2,1638,2,2,191675,224,92
942,811,33,95823,0,3,2,1677,2,2,195500,187,372
943,754,4,95621,0,3,1,1073,2,2,198000,747,670
944,823,33,95838,0,3,2,1231,2,2,200000,558,221
945,564,9,95758,0,3,2,1175,2,2,200000,100,277
946,864,9,95624,0,3,2,1416,2,2,200000,149,530
947,115,37,95691,0,0,0,0,2,2,200100,396,38
948,613,33,95835,0,3,2,1358,2,2,201528,681,80
949,896,9,95624,0,4,2,1609,2,2,204750,117,492
950,682,33,95842,0,4,3,1968,2,2,205000,695,608
951,201,33,95818,0,2,2,1089,2,2,205000,368,116
952,324,3,95608,0,3,2,1296,2,2,205900,474,598
953,533,9,95758,0,2,2,1189,2,2,207000,101,257
954,421,33,95815,0,2,1,795,2,2,207973,448,197
955,178,32,95747,0,3,2,1371,2,2,208250,827,691
956,706,23,95660,0,3,1,1310,2,2,208318,726,497
957,830,14,95632,0,3,2,1262,2,2,209347,6,677
958,884,9,95624,0,4,2,1740,2,2,211500,129,508
959,865,0,95843,0,3,2,1517,2,2,212000,806,600
960,805,33,95828,0,3,2,1450,2,2,213000,189,407
961,917,9,95624,0,3,2,1416,2,2,216000,148,529
962,786,33,95828,0,3,1,888,2,2,216021,292,399
963,868,4,95610,0,3,2,1882,2,2,219000,789,841
964,12,9,95757,0,3,2,1302,2,2,219794,40,292
965,931,9,95758,0,3,2,1418,2,2,220000,102,349
966,933,32,95678,0,3,2,0,0,2,220000,867,744
967,558,3,95608,0,4,2,1319,2,2,220000,602,663
968,65,14,95632,0,4,2,1770,2,2,220000,20,789
969,501,33,95842,0,4,2,1627,2,2,223000,735,591
970,355,33,95834,0,0,0,0,2,2,224000,501,74
971,352,33,95821,0,3,1,1040,2,2,224000,498,482
972,751,23,95660,0,3,1,960,2,2,224252,755,490
973,195,2,95682,0,3,2,0,2,2,224500,736,943
974,764,24,95662,0,3,1,1456,2,2,225000,754,850
975,510,9,95757,0,3,2,1450,2,2,228000,36,242
976,226,19,95648,0,3,2,1358,2,2,229027,959,642
977,507,33,95823,0,4,2,1329,2,2,229500,190,246
978,572,33,95823,0,4,2,1715,2,2,230000,131,271
979,152,9,95758,0,3,2,1262,2,2,230000,85,121
980,928,33,95829,0,4,3,2280,2,2,232425,159,554
981,708,33,95823,0,3,2,1477,2,2,234000,282,185
982,801,4,95610,0,3,2,1216,2,2,235000,770,831
983,849,9,95758,0,4,2,1685,2,2,235301,81,438
984,386,8,95762,0,3,2,1362,2,2,235738,564,916
